p,T,F,R,h,s,u,v
7.10000e+06,1.97500e+03,1.00000e-01,2.91982e+02,2.25461e+06,6.81117e+03,1.67795e+06,8.12204e-02 
7.10000e+06,1.97500e+03,2.00000e-01,2.92104e+02,2.27776e+06,7.11633e+03,1.70085e+06,8.12543e-02 
7.10000e+06,1.97500e+03,3.00000e-01,2.92224e+02,2.30060e+06,7.38105e+03,1.72345e+06,8.12877e-02 
7.10000e+06,1.97500e+03,4.00000e-01,2.92343e+02,2.32314e+06,7.60695e+03,1.74577e+06,8.13207e-02 
7.10000e+06,1.97500e+03,5.00000e-01,2.92460e+02,2.34540e+06,7.79558e+03,1.76780e+06,8.13532e-02 
7.10000e+06,1.97500e+03,6.00000e-01,2.92575e+02,2.36738e+06,7.94843e+03,1.78954e+06,8.13853e-02 
7.10000e+06,1.97500e+03,7.00000e-01,2.92689e+02,2.38908e+06,8.06692e+03,1.81102e+06,8.14170e-02 
7.10000e+06,1.97500e+03,8.00000e-01,2.92802e+02,2.41050e+06,8.15242e+03,1.83222e+06,8.14483e-02 
7.10000e+06,1.97500e+03,9.00000e-01,2.92913e+02,2.43166e+06,8.20624e+03,1.85316e+06,8.14792e-02 
7.10000e+06,1.97500e+03,1.00000e+00,2.93022e+02,2.45255e+06,8.22965e+03,1.87384e+06,8.15098e-02 
7.10000e+06,1.97500e+03,1.10000e+00,2.93131e+02,2.47319e+06,8.22385e+03,1.89426e+06,8.15399e-02 
7.10000e+06,1.97500e+03,1.20000e+00,2.93238e+02,2.49358e+06,8.19001e+03,1.91443e+06,8.15696e-02 
7.10000e+06,2.07500e+03,0.00000e+00,2.91677e+02,2.35707e+06,6.58879e+03,1.75185e+06,8.52436e-02 
7.10000e+06,2.07500e+03,1.00000e-01,2.91800e+02,2.38232e+06,6.93698e+03,1.77684e+06,8.52795e-02 
7.10000e+06,2.07500e+03,2.00000e-01,2.91921e+02,2.40723e+06,7.24302e+03,1.80150e+06,8.53149e-02 
7.10000e+06,2.07500e+03,3.00000e-01,2.92041e+02,2.43183e+06,7.50863e+03,1.82584e+06,8.53499e-02 
7.10000e+06,2.07500e+03,4.00000e-01,2.92159e+02,2.45610e+06,7.73540e+03,1.84987e+06,8.53844e-02 
7.10000e+06,2.07500e+03,5.00000e-01,2.92275e+02,2.48007e+06,7.92489e+03,1.87360e+06,8.54185e-02 
7.10000e+06,2.07500e+03,6.00000e-01,2.92390e+02,2.50373e+06,8.07858e+03,1.89702e+06,8.54521e-02 
7.10000e+06,2.07500e+03,7.00000e-01,2.92504e+02,2.52709e+06,8.19791e+03,1.92014e+06,8.54853e-02 
7.10000e+06,2.07500e+03,8.00000e-01,2.92616e+02,2.55016e+06,8.28424e+03,1.94298e+06,8.55180e-02 
7.10000e+06,2.07500e+03,9.00000e-01,2.92727e+02,2.57293e+06,8.33888e+03,1.96553e+06,8.55504e-02 
7.10000e+06,2.07500e+03,1.00000e+00,2.92836e+02,2.59543e+06,8.36309e+03,1.98780e+06,8.55823e-02 
7.10000e+06,2.07500e+03,1.10000e+00,2.92944e+02,2.61765e+06,8.35809e+03,2.00979e+06,8.56138e-02 
7.10000e+06,2.07500e+03,1.20000e+00,2.93050e+02,2.63960e+06,8.32504e+03,2.03152e+06,8.56450e-02 
7.10000e+06,2.17500e+03,0.00000e+00,2.91507e+02,2.48339e+06,6.72429e+03,1.84936e+06,8.92998e-02 
7.10000e+06,2.17500e+03,1.00000e-01,2.91630e+02,2.51045e+06,7.07335e+03,1.87616e+06,8.93373e-02 
7.10000e+06,2.17500e+03,2.00000e-01,2.91750e+02,2.53717e+06,7.38026e+03,1.90261e+06,8.93742e-02 
7.10000e+06,2.17500e+03,3.00000e-01,2.91869e+02,2.56354e+06,7.64672e+03,1.92873e+06,8.94107e-02 
7.10000e+06,2.17500e+03,4.00000e-01,2.91987e+02,2.58957e+06,7.87433e+03,1.95450e+06,8.94466e-02 
7.10000e+06,2.17500e+03,5.00000e-01,2.92103e+02,2.61527e+06,8.06465e+03,1.97995e+06,8.94822e-02 
7.10000e+06,2.17500e+03,6.00000e-01,2.92217e+02,2.64064e+06,8.21917e+03,2.00507e+06,8.95172e-02 
7.10000e+06,2.17500e+03,7.00000e-01,2.92330e+02,2.66569e+06,8.33931e+03,2.02987e+06,8.95518e-02 
7.10000e+06,2.17500e+03,8.00000e-01,2.92442e+02,2.69042e+06,8.42644e+03,2.05436e+06,8.95860e-02 
7.10000e+06,2.17500e+03,9.00000e-01,2.92552e+02,2.71485e+06,8.48187e+03,2.07855e+06,8.96197e-02 
7.10000e+06,2.17500e+03,1.00000e+00,2.92660e+02,2.73897e+06,8.50686e+03,2.10244e+06,8.96530e-02 
7.10000e+06,2.17500e+03,1.10000e+00,2.92768e+02,2.76280e+06,8.50263e+03,2.12603e+06,8.96858e-02 
7.10000e+06,2.17500e+03,1.20000e+00,2.92874e+02,2.78633e+06,8.47034e+03,2.14933e+06,8.97183e-02 
7.10000e+06,2.27500e+03,0.00000e+00,2.91350e+02,2.61003e+06,6.87262e+03,1.94721e+06,9.33550e-02 
7.10000e+06,2.27500e+03,1.00000e-01,2.91471e+02,2.63895e+06,7.22253e+03,1.97585e+06,9.33939e-02 
7.10000e+06,2.27500e+03,2.00000e-01,2.91591e+02,2.66749e+06,7.53028e+03,2.00412e+06,9.34323e-02 
7.10000e+06,2.27500e+03,3.00000e-01,2.91709e+02,2.69566e+06,7.79756e+03,2.03202e+06,9.34702e-02 
7.10000e+06,2.27500e+03,4.00000e-01,2.91826e+02,2.72347e+06,8.02599e+03,2.05957e+06,9.35076e-02 
7.10000e+06,2.27500e+03,5.00000e-01,2.91941e+02,2.75092e+06,8.21712e+03,2.08676e+06,9.35445e-02 
7.10000e+06,2.27500e+03,6.00000e-01,2.92055e+02,2.77803e+06,8.37244e+03,2.11360e+06,9.35809e-02 
7.10000e+06,2.27500e+03,7.00000e-01,2.92167e+02,2.80479e+06,8.49336e+03,2.14011e+06,9.36169e-02 
7.10000e+06,2.27500e+03,8.00000e-01,2.92278e+02,2.83121e+06,8.58126e+03,2.16628e+06,9.36524e-02 
7.10000e+06,2.27500e+03,9.00000e-01,2.92387e+02,2.85731e+06,8.63746e+03,2.19213e+06,9.36874e-02 
7.10000e+06,2.27500e+03,1.00000e+00,2.92495e+02,2.88308e+06,8.66321e+03,2.21765e+06,9.37221e-02 
7.10000e+06,2.27500e+03,1.10000e+00,2.92602e+02,2.90853e+06,8.65973e+03,2.24287e+06,9.37562e-02 
7.10000e+06,2.27500e+03,1.20000e+00,2.92707e+02,2.93368e+06,8.62818e+03,2.26777e+06,9.37900e-02 
7.10000e+06,2.37500e+03,0.00000e+00,2.91203e+02,2.73695e+06,7.03619e+03,2.04535e+06,9.74093e-02 
7.10000e+06,2.37500e+03,1.00000e-01,2.91323e+02,2.76775e+06,7.38692e+03,2.07585e+06,9.74496e-02 
7.10000e+06,2.37500e+03,2.00000e-01,2.91442e+02,2.79813e+06,7.69549e+03,2.10596e+06,9.74894e-02 
7.10000e+06,2.37500e+03,3.00000e-01,2.91559e+02,2.82813e+06,7.96357e+03,2.13568e+06,9.75287e-02 
7.10000e+06,2.37500e+03,4.00000e-01,2.91675e+02,2.85774e+06,8.19280e+03,2.16501e+06,9.75674e-02 
7.10000e+06,2.37500e+03,5.00000e-01,2.91790e+02,2.88697e+06,8.38471e+03,2.19397e+06,9.76057e-02 
7.10000e+06,2.37500e+03,6.00000e-01,2.91903e+02,2.91583e+06,8.54080e+03,2.22256e+06,9.76435e-02 
7.10000e+06,2.37500e+03,7.00000e-01,2.92014e+02,2.94432e+06,8.66249e+03,2.25079e+06,9.76807e-02 
7.10000e+06,2.37500e+03,8.00000e-01,2.92124e+02,2.97246e+06,8.75115e+03,2.27866e+06,9.77175e-02 
7.10000e+06,2.37500e+03,9.00000e-01,2.92233e+02,3.00024e+06,8.80809e+03,2.30619e+06,9.77539e-02 
7.10000e+06,2.37500e+03,1.00000e+00,2.92340e+02,3.02768e+06,8.83458e+03,2.33337e+06,9.77897e-02 
7.10000e+06,2.37500e+03,1.10000e+00,2.92446e+02,3.05478e+06,8.83182e+03,2.36022e+06,9.78252e-02 
7.10000e+06,2.37500e+03,1.20000e+00,2.92550e+02,3.08155e+06,8.80099e+03,2.38675e+06,9.78601e-02 
7.10000e+06,2.47500e+03,0.00000e+00,2.91065e+02,2.86413e+06,7.21759e+03,2.14374e+06,1.01463e-01 
7.10000e+06,2.47500e+03,1.00000e-01,2.91184e+02,2.89681e+06,7.56913e+03,2.17613e+06,1.01504e-01 
7.10000e+06,2.47500e+03,2.00000e-01,2.91303e+02,2.92907e+06,7.87849e+03,2.20810e+06,1.01546e-01 
7.10000e+06,2.47500e+03,3.00000e-01,2.91419e+02,2.96091e+06,8.14736e+03,2.23964e+06,1.01586e-01 
7.10000e+06,2.47500e+03,4.00000e-01,2.91534e+02,2.99233e+06,8.37736e+03,2.27079e+06,1.01626e-01 
7.10000e+06,2.47500e+03,5.00000e-01,2.91647e+02,3.02336e+06,8.57003e+03,2.30153e+06,1.01666e-01 
7.10000e+06,2.47500e+03,6.00000e-01,2.91760e+02,3.05399e+06,8.72687e+03,2.33189e+06,1.01705e-01 
7.10000e+06,2.47500e+03,7.00000e-01,2.91870e+02,3.08424e+06,8.84930e+03,2.36186e+06,1.01743e-01 
7.10000e+06,2.47500e+03,8.00000e-01,2.91979e+02,3.11410e+06,8.93869e+03,2.39145e+06,1.01782e-01 
7.10000e+06,2.47500e+03,9.00000e-01,2.92087e+02,3.14359e+06,8.99636e+03,2.42068e+06,1.01819e-01 
7.10000e+06,2.47500e+03,1.00000e+00,2.92194e+02,3.17272e+06,9.02357e+03,2.44954e+06,1.01856e-01 
7.10000e+06,2.47500e+03,1.10000e+00,2.92299e+02,3.20148e+06,9.02152e+03,2.47804e+06,1.01893e-01 
7.10000e+06,2.47500e+03,1.20000e+00,2.92402e+02,3.22990e+06,8.99138e+03,2.50620e+06,1.01929e-01 
7.10000e+06,2.57500e+03,0.00000e+00,2.90936e+02,2.99154e+06,7.41962e+03,2.24238e+06,1.05515e-01 
7.10000e+06,2.57500e+03,1.00000e-01,2.91054e+02,3.02613e+06,7.77194e+03,2.27667e+06,1.05558e-01 
7.10000e+06,2.57500e+03,2.00000e-01,2.91172e+02,3.06027e+06,8.08208e+03,2.31051e+06,1.05601e-01 
7.10000e+06,2.57500e+03,3.00000e-01,2.91287e+02,3.09397e+06,8.35171e+03,2.34390e+06,1.05643e-01 
7.10000e+06,2.57500e+03,4.00000e-01,2.91401e+02,3.12723e+06,8.58246e+03,2.37687e+06,1.05684e-01 
7.10000e+06,2.57500e+03,5.00000e-01,2.91514e+02,3.16007e+06,8.77588e+03,2.40942e+06,1.05725e-01 
7.10000e+06,2.57500e+03,6.00000e-01,2.91625e+02,3.19249e+06,8.93345e+03,2.44155e+06,1.05765e-01 
7.10000e+06,2.57500e+03,7.00000e-01,2.91735e+02,3.22450e+06,9.05661e+03,2.47328e+06,1.05805e-01 
7.10000e+06,2.57500e+03,8.00000e-01,2.91843e+02,3.25611e+06,9.14671e+03,2.50461e+06,1.05844e-01 
7.10000e+06,2.57500e+03,9.00000e-01,2.91950e+02,3.28732e+06,9.20509e+03,2.53555e+06,1.05883e-01 
7.10000e+06,2.57500e+03,1.00000e+00,2.92056e+02,3.31815e+06,9.23299e+03,2.56610e+06,1.05922e-01 
7.10000e+06,2.57500e+03,1.10000e+00,2.92160e+02,3.34859e+06,9.23163e+03,2.59628e+06,1.05959e-01 
7.10000e+06,2.57500e+03,1.20000e+00,2.92263e+02,3.37866e+06,9.20218e+03,2.62609e+06,1.05997e-01 
7.10000e+06,2.67500e+03,0.00000e+00,2.90815e+02,3.11919e+06,7.64529e+03,2.34126e+06,1.09568e-01 
7.10000e+06,2.67500e+03,1.00000e-01,2.90932e+02,3.15570e+06,7.99837e+03,2.37746e+06,1.09612e-01 
7.10000e+06,2.67500e+03,2.00000e-01,2.91049e+02,3.19174e+06,8.30926e+03,2.41319e+06,1.09656e-01 
7.10000e+06,2.67500e+03,3.00000e-01,2.91163e+02,3.22731e+06,8.57964e+03,2.44845e+06,1.09699e-01 
7.10000e+06,2.67500e+03,4.00000e-01,2.91276e+02,3.26242e+06,8.81112e+03,2.48326e+06,1.09741e-01 
7.10000e+06,2.67500e+03,5.00000e-01,2.91388e+02,3.29708e+06,9.00527e+03,2.51762e+06,1.09784e-01 
7.10000e+06,2.67500e+03,6.00000e-01,2.91498e+02,3.33130e+06,9.16356e+03,2.55155e+06,1.09825e-01 
7.10000e+06,2.67500e+03,7.00000e-01,2.91607e+02,3.36509e+06,9.28742e+03,2.58504e+06,1.09866e-01 
7.10000e+06,2.67500e+03,8.00000e-01,2.91715e+02,3.39846e+06,9.37823e+03,2.61812e+06,1.09907e-01 
7.10000e+06,2.67500e+03,9.00000e-01,2.91821e+02,3.43140e+06,9.43729e+03,2.65078e+06,1.09947e-01 
7.10000e+06,2.67500e+03,1.00000e+00,2.91925e+02,3.46394e+06,9.46587e+03,2.68304e+06,1.09986e-01 
7.10000e+06,2.67500e+03,1.10000e+00,2.92029e+02,3.49608e+06,9.46519e+03,2.71490e+06,1.10025e-01 
7.10000e+06,2.67500e+03,1.20000e+00,2.92131e+02,3.52783e+06,9.43640e+03,2.74638e+06,1.10063e-01 
7.10000e+06,2.77500e+03,0.00000e+00,2.90701e+02,3.24709e+06,7.89781e+03,2.44039e+06,1.13619e-01 
7.10000e+06,2.77500e+03,1.00000e-01,2.90818e+02,3.28554e+06,8.25164e+03,2.47852e+06,1.13665e-01 
7.10000e+06,2.77500e+03,2.00000e-01,2.90933e+02,3.32348e+06,8.56327e+03,2.51614e+06,1.13710e-01 
7.10000e+06,2.77500e+03,3.00000e-01,2.91047e+02,3.36093e+06,8.83437e+03,2.55328e+06,1.13754e-01 
7.10000e+06,2.77500e+03,4.00000e-01,2.91159e+02,3.39790e+06,9.06658e+03,2.58994e+06,1.13798e-01 
7.10000e+06,2.77500e+03,5.00000e-01,2.91270e+02,3.43440e+06,9.26143e+03,2.62613e+06,1.13841e-01 
7.10000e+06,2.77500e+03,6.00000e-01,2.91379e+02,3.47043e+06,9.42042e+03,2.66186e+06,1.13884e-01 
7.10000e+06,2.77500e+03,7.00000e-01,2.91487e+02,3.50601e+06,9.54497e+03,2.69714e+06,1.13926e-01 
7.10000e+06,2.77500e+03,8.00000e-01,2.91593e+02,3.54114e+06,9.63646e+03,2.73197e+06,1.13968e-01 
7.10000e+06,2.77500e+03,9.00000e-01,2.91698e+02,3.57584e+06,9.69620e+03,2.76637e+06,1.14009e-01 
7.10000e+06,2.77500e+03,1.00000e+00,2.91802e+02,3.61010e+06,9.72545e+03,2.80035e+06,1.14050e-01 
7.10000e+06,2.77500e+03,1.10000e+00,2.91905e+02,3.64394e+06,9.72542e+03,2.83390e+06,1.14090e-01 
7.10000e+06,2.77500e+03,1.20000e+00,2.92006e+02,3.67736e+06,9.69728e+03,2.86705e+06,1.14129e-01 
7.10000e+06,2.87500e+03,0.00000e+00,2.90594e+02,3.37526e+06,8.18063e+03,2.53981e+06,1.17670e-01 
7.10000e+06,2.87500e+03,1.00000e-01,2.90709e+02,3.41565e+06,8.53520e+03,2.57986e+06,1.17717e-01 
7.10000e+06,2.87500e+03,2.00000e-01,2.90824e+02,3.45551e+06,8.84754e+03,2.61940e+06,1.17763e-01 
7.10000e+06,2.87500e+03,3.00000e-01,2.90936e+02,3.49486e+06,9.11936e+03,2.65842e+06,1.17809e-01 
7.10000e+06,2.87500e+03,4.00000e-01,2.91048e+02,3.53370e+06,9.35227e+03,2.69693e+06,1.17854e-01 
7.10000e+06,2.87500e+03,5.00000e-01,2.91158e+02,3.57204e+06,9.54782e+03,2.73496e+06,1.17898e-01 
7.10000e+06,2.87500e+03,6.00000e-01,2.91266e+02,3.60989e+06,9.70750e+03,2.77250e+06,1.17942e-01 
7.10000e+06,2.87500e+03,7.00000e-01,2.91373e+02,3.64727e+06,9.83273e+03,2.80957e+06,1.17986e-01 
7.10000e+06,2.87500e+03,8.00000e-01,2.91479e+02,3.68417e+06,9.92489e+03,2.84617e+06,1.18028e-01 
7.10000e+06,2.87500e+03,9.00000e-01,2.91583e+02,3.72062e+06,9.98529e+03,2.88232e+06,1.18071e-01 
7.10000e+06,2.87500e+03,1.00000e+00,2.91686e+02,3.75661e+06,1.00152e+04,2.91801e+06,1.18112e-01 
7.10000e+06,2.87500e+03,1.10000e+00,2.91788e+02,3.79216e+06,1.00158e+04,2.95327e+06,1.18153e-01 
7.10000e+06,2.87500e+03,1.20000e+00,2.91888e+02,3.82727e+06,9.98830e+03,2.98810e+06,1.18194e-01 
7.10000e+06,2.97500e+03,0.00000e+00,2.90493e+02,3.50374e+06,8.49744e+03,2.63953e+06,1.21721e-01 
7.10000e+06,2.97500e+03,1.00000e-01,2.90607e+02,3.54608e+06,8.85272e+03,2.68152e+06,1.21769e-01 
7.10000e+06,2.97500e+03,2.00000e-01,2.90721e+02,3.58786e+06,9.16578e+03,2.72297e+06,1.21816e-01 
7.10000e+06,2.97500e+03,3.00000e-01,2.90833e+02,3.62911e+06,9.43830e+03,2.76388e+06,1.21863e-01 
7.10000e+06,2.97500e+03,4.00000e-01,2.90943e+02,3.66982e+06,9.67190e+03,2.80426e+06,1.21909e-01 
7.10000e+06,2.97500e+03,5.00000e-01,2.91052e+02,3.71001e+06,9.86814e+03,2.84413e+06,1.21955e-01 
7.10000e+06,2.97500e+03,6.00000e-01,2.91159e+02,3.74969e+06,1.00285e+04,2.88349e+06,1.22000e-01 
7.10000e+06,2.97500e+03,7.00000e-01,2.91265e+02,3.78887e+06,1.01544e+04,2.92235e+06,1.22044e-01 
7.10000e+06,2.97500e+03,8.00000e-01,2.91370e+02,3.82755e+06,1.02472e+04,2.96073e+06,1.22088e-01 
7.10000e+06,2.97500e+03,9.00000e-01,2.91474e+02,3.86576e+06,1.03082e+04,2.99862e+06,1.22132e-01 
7.10000e+06,2.97500e+03,1.00000e+00,2.91576e+02,3.90349e+06,1.03388e+04,3.03605e+06,1.22174e-01 
7.10000e+06,2.97500e+03,1.10000e+00,2.91677e+02,3.94075e+06,1.03400e+04,3.07301e+06,1.22217e-01 
7.10000e+06,2.97500e+03,1.20000e+00,2.91776e+02,3.97756e+06,1.03132e+04,3.10953e+06,1.22258e-01 
8.10000e+06,3.75000e+02,0.00000e+00,2.89364e+02,3.64481e+05,4.31099e+03,2.55969e+05,1.33965e-02 
8.10000e+06,3.75000e+02,1.00000e-01,2.88287e+02,3.64828e+05,4.63595e+03,2.56720e+05,1.33466e-02 
8.10000e+06,3.75000e+02,2.00000e-01,2.87210e+02,3.65153e+05,4.91905e+03,2.57449e+05,1.32967e-02 
8.10000e+06,3.75000e+02,3.00000e-01,2.86130e+02,3.65456e+05,5.16197e+03,2.58157e+05,1.32468e-02 
8.10000e+06,3.75000e+02,4.00000e-01,2.85050e+02,3.65737e+05,5.36632e+03,2.58843e+05,1.31967e-02 
8.10000e+06,3.75000e+02,5.00000e-01,2.83968e+02,3.65998e+05,5.53364e+03,2.59510e+05,1.31467e-02 
8.10000e+06,3.75000e+02,6.00000e-01,2.82886e+02,3.66238e+05,5.66542e+03,2.60156e+05,1.30966e-02 
8.10000e+06,3.75000e+02,7.00000e-01,2.81803e+02,3.66459e+05,5.76308e+03,2.60783e+05,1.30464e-02 
8.10000e+06,3.75000e+02,8.00000e-01,2.80720e+02,3.66661e+05,5.82798e+03,2.61391e+05,1.29963e-02 
8.10000e+06,3.75000e+02,9.00000e-01,2.79636e+02,3.66845e+05,5.86143e+03,2.61981e+05,1.29461e-02 
8.10000e+06,3.75000e+02,1.00000e+00,2.78553e+02,3.67010e+05,5.86469e+03,2.62553e+05,1.28960e-02 
8.10000e+06,3.75000e+02,1.10000e+00,2.77470e+02,3.67158e+05,5.83897e+03,2.63107e+05,1.28458e-02 
8.10000e+06,3.75000e+02,1.20000e+00,2.76387e+02,3.67289e+05,5.78542e+03,2.63644e+05,1.27957e-02 
8.10000e+06,4.75000e+02,0.00000e+00,2.94386e+02,4.72021e+05,4.56522e+03,3.32187e+05,1.72634e-02 
8.10000e+06,4.75000e+02,1.00000e-01,2.93895e+02,4.73515e+05,4.89285e+03,3.33915e+05,1.72346e-02 
8.10000e+06,4.75000e+02,2.00000e-01,2.93404e+02,4.74982e+05,5.17861e+03,3.35615e+05,1.72058e-02 
8.10000e+06,4.75000e+02,3.00000e-01,2.92914e+02,4.76421e+05,5.42418e+03,3.37287e+05,1.71771e-02 
8.10000e+06,4.75000e+02,4.00000e-01,2.92425e+02,4.77833e+05,5.63116e+03,3.38931e+05,1.71484e-02 
8.10000e+06,4.75000e+02,5.00000e-01,2.91936e+02,4.79219e+05,5.80110e+03,3.40550e+05,1.71197e-02 
8.10000e+06,4.75000e+02,6.00000e-01,2.91448e+02,4.80580e+05,5.93549e+03,3.42142e+05,1.70911e-02 
8.10000e+06,4.75000e+02,7.00000e-01,2.90961e+02,4.81916e+05,6.03573e+03,3.43709e+05,1.70625e-02 
8.10000e+06,4.75000e+02,8.00000e-01,2.90475e+02,4.83227e+05,6.10321e+03,3.45252e+05,1.70340e-02 
8.10000e+06,4.75000e+02,9.00000e-01,2.89990e+02,4.84515e+05,6.13923e+03,3.46770e+05,1.70056e-02 
8.10000e+06,4.75000e+02,1.00000e+00,2.89506e+02,4.85779e+05,6.14504e+03,3.48264e+05,1.69772e-02 
8.10000e+06,4.75000e+02,1.10000e+00,2.89022e+02,4.87021e+05,6.12185e+03,3.49735e+05,1.69488e-02 
8.10000e+06,4.75000e+02,1.20000e+00,2.88540e+02,4.88240e+05,6.07082e+03,3.51183e+05,1.69206e-02 
8.10000e+06,5.75000e+02,0.00000e+00,2.96036e+02,5.79320e+05,4.77048e+03,4.09100e+05,2.10149e-02 
8.10000e+06,5.75000e+02,1.00000e-01,2.95812e+02,5.81930e+05,5.10021e+03,4.11838e+05,2.09990e-02 
8.10000e+06,5.75000e+02,2.00000e-01,2.95589e+02,5.84502e+05,5.38804e+03,4.14538e+05,2.09832e-02 
8.10000e+06,5.75000e+02,3.00000e-01,2.95366e+02,5.87035e+05,5.63565e+03,4.17199e+05,2.09674e-02 
8.10000e+06,5.75000e+02,4.00000e-01,2.95144e+02,5.89531e+05,5.84466e+03,4.19824e+05,2.09516e-02 
8.10000e+06,5.75000e+02,5.00000e-01,2.94922e+02,5.91991e+05,6.01661e+03,4.22411e+05,2.09358e-02 
8.10000e+06,5.75000e+02,6.00000e-01,2.94700e+02,5.94415e+05,6.15299e+03,4.24963e+05,2.09200e-02 
8.10000e+06,5.75000e+02,7.00000e-01,2.94478e+02,5.96805e+05,6.25521e+03,4.27480e+05,2.09043e-02 
8.10000e+06,5.75000e+02,8.00000e-01,2.94257e+02,5.99160e+05,6.32463e+03,4.29962e+05,2.08886e-02 
8.10000e+06,5.75000e+02,9.00000e-01,2.94036e+02,6.01481e+05,6.36258e+03,4.32411e+05,2.08729e-02 
8.10000e+06,5.75000e+02,1.00000e+00,2.93816e+02,6.03770e+05,6.37031e+03,4.34826e+05,2.08573e-02 
8.10000e+06,5.75000e+02,1.10000e+00,2.93596e+02,6.06027e+05,6.34901e+03,4.37210e+05,2.08417e-02 
8.10000e+06,5.75000e+02,1.20000e+00,2.93376e+02,6.08252e+05,6.29987e+03,4.39561e+05,2.08261e-02 
8.10000e+06,6.75000e+02,0.00000e+00,2.96446e+02,6.87510e+05,4.94455e+03,4.87408e+05,2.47038e-02 
8.10000e+06,6.75000e+02,1.00000e-01,2.96363e+02,6.91269e+05,5.27608e+03,4.91224e+05,2.46969e-02 
8.10000e+06,6.75000e+02,2.00000e-01,2.96280e+02,6.94977e+05,5.56569e+03,4.94988e+05,2.46900e-02 
8.10000e+06,6.75000e+02,3.00000e-01,2.96196e+02,6.98634e+05,5.81507e+03,4.98701e+05,2.46830e-02 
8.10000e+06,6.75000e+02,4.00000e-01,2.96113e+02,7.02241e+05,6.02582e+03,5.02365e+05,2.46761e-02 
8.10000e+06,6.75000e+02,5.00000e-01,2.96029e+02,7.05799e+05,6.19950e+03,5.05979e+05,2.46691e-02 
8.10000e+06,6.75000e+02,6.00000e-01,2.95944e+02,7.09309e+05,6.33758e+03,5.09546e+05,2.46620e-02 
8.10000e+06,6.75000e+02,7.00000e-01,2.95860e+02,7.12772e+05,6.44148e+03,5.13067e+05,2.46550e-02 
8.10000e+06,6.75000e+02,8.00000e-01,2.95775e+02,7.16189e+05,6.51257e+03,5.16541e+05,2.46479e-02 
8.10000e+06,6.75000e+02,9.00000e-01,2.95690e+02,7.19561e+05,6.55217e+03,5.19970e+05,2.46409e-02 
8.10000e+06,6.75000e+02,1.00000e+00,2.95605e+02,7.22889e+05,6.56152e+03,5.23356e+05,2.46338e-02 
8.10000e+06,6.75000e+02,1.10000e+00,2.95520e+02,7.26173e+05,6.54184e+03,5.26697e+05,2.46267e-02 
8.10000e+06,6.75000e+02,1.20000e+00,2.95435e+02,7.29415e+05,6.49429e+03,5.29997e+05,2.46196e-02 
8.10000e+06,7.75000e+02,0.00000e+00,2.96356e+02,7.97132e+05,5.09706e+03,5.67456e+05,2.83550e-02 
8.10000e+06,7.75000e+02,1.00000e-01,2.96353e+02,8.02095e+05,5.43022e+03,5.72422e+05,2.83548e-02 
8.10000e+06,7.75000e+02,2.00000e-01,2.96350e+02,8.06992e+05,5.72145e+03,5.77321e+05,2.83545e-02 
8.10000e+06,7.75000e+02,3.00000e-01,2.96346e+02,8.11823e+05,5.97242e+03,5.82155e+05,2.83541e-02 
8.10000e+06,7.75000e+02,4.00000e-01,2.96341e+02,8.16590e+05,6.18474e+03,5.86926e+05,2.83536e-02 
8.10000e+06,7.75000e+02,5.00000e-01,2.96335e+02,8.21294e+05,6.35997e+03,5.91635e+05,2.83531e-02 
8.10000e+06,7.75000e+02,6.00000e-01,2.96329e+02,8.25937e+05,6.49959e+03,5.96282e+05,2.83525e-02 
8.10000e+06,7.75000e+02,7.00000e-01,2.96322e+02,8.30520e+05,6.60501e+03,6.00870e+05,2.83518e-02 
8.10000e+06,7.75000e+02,8.00000e-01,2.96315e+02,8.35043e+05,6.67760e+03,6.05399e+05,2.83511e-02 
8.10000e+06,7.75000e+02,9.00000e-01,2.96307e+02,8.39508e+05,6.71868e+03,6.09870e+05,2.83503e-02 
8.10000e+06,7.75000e+02,1.00000e+00,2.96298e+02,8.43916e+05,6.72950e+03,6.14285e+05,2.83495e-02 
8.10000e+06,7.75000e+02,1.10000e+00,2.96289e+02,8.48268e+05,6.71127e+03,6.18645e+05,2.83486e-02 
8.10000e+06,7.75000e+02,1.20000e+00,2.96279e+02,8.52566e+05,6.66514e+03,6.22950e+05,2.83477e-02 
8.10000e+06,8.75000e+02,0.00000e+00,2.96058e+02,9.08449e+05,5.23392e+03,6.49399e+05,3.19816e-02 
8.10000e+06,8.75000e+02,1.00000e-01,2.96104e+02,9.14676e+05,5.56859e+03,6.55584e+05,3.19866e-02 
8.10000e+06,8.75000e+02,2.00000e-01,2.96149e+02,9.20819e+05,5.86131e+03,6.61689e+05,3.19914e-02 
8.10000e+06,8.75000e+02,3.00000e-01,2.96193e+02,9.26882e+05,6.11376e+03,6.67713e+05,3.19962e-02 
8.10000e+06,8.75000e+02,4.00000e-01,2.96236e+02,9.32866e+05,6.32754e+03,6.73659e+05,3.20008e-02 
8.10000e+06,8.75000e+02,5.00000e-01,2.96278e+02,9.38771e+05,6.50420e+03,6.79528e+05,3.20054e-02 
8.10000e+06,8.75000e+02,6.00000e-01,2.96319e+02,9.44600e+05,6.64524e+03,6.85321e+05,3.20098e-02 
8.10000e+06,8.75000e+02,7.00000e-01,2.96359e+02,9.50355e+05,6.75206e+03,6.91041e+05,3.20141e-02 
